time_period,time_identifier,geographic_level,country_code,country_name,characteristic,characteristic_type,gender,elg_category,number_of_pupils,emerging_number,expected_number,exceeded_number,emerging_percent,expected_percent,exceeded_percent
201718,Academic year,National,E92000001,England,Ethnicity: major group,Mixed,Boys,Numbers,21397,4859,12590,3948,23,59,18
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Total,Numbers,69154,15617,43101,10436,23,62,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Girls,Numbers,33995,6001,22938,5056,18,67,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Asian,Boys,Numbers,35159,9616,20163,5380,27,57,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Total,Numbers,32342,7118,20469,4755,22,63,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Girls,Numbers,15955,2728,10927,2300,17,68,14
201718,Academic year,National,E92000001,England,Ethnicity: major group,Black,Boys,Numbers,16387,4390,9542,2455,27,58,15
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Total,Numbers,3278,394,1862,1022,12,57,31
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Girls,Numbers,1595,144,966,485,9,61,30
201718,Academic year,National,E92000001,England,Ethnicity: major group,Chinese,Boys,Numbers,1683,250,896,537,15,53,32
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Total,Numbers,12037,3253,7355,1429,27,61,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Girls,Numbers,5844,1309,3864,671,22,66,11
201718,Academic year,National,E92000001,England,Ethnicity: major group,Other,Boys,Numbers,6193,1944,3491,758,31,56,12
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Total,Numbers,19919,6021,11108,2790,30,56,14
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Girls,Numbers,9793,2676,5842,1275,27,60,13
201718,Academic year,National,E92000001,England,Ethnicity: major group,unclassified,Boys,Numbers,10126,3345,5266,1515,33,52,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Total,Numbers,424179,79800,273057,71322,19,64,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Girls,Numbers,206718,31924,143146,31648,15,69,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White British,Boys,Numbers,217461,47876,129911,39674,22,60,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Total,Numbers,1598,266,1035,297,17,65,19
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Girls,Numbers,791,127,535,129,16,68,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Irish,Boys,Numbers,807,139,500,168,17,62,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Total,Numbers,591,341,225,25,58,38,4
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Girls,Numbers,279,147,125,7,53,45,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Traveller of Irish heritage,Boys,Numbers,312,194,100,18,62,32,6
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Total,Numbers,2024,1153,817,54,57,40,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Girls,Numbers,957,517,414,26,54,43,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Gypsy Romany,Boys,Numbers,1067,636,403,28,60,38,3
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Total,Numbers,45606,11200,28522,5884,25,63,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Girls,Numbers,22119,4638,14979,2502,21,68,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other white background,Boys,Numbers,23487,6562,13543,3382,28,58,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Total,Numbers,9973,2148,6555,1270,22,66,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Girls,Numbers,4840,805,3450,585,17,71,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black Caribbean,Boys,Numbers,5133,1343,3105,685,26,60,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Total,Numbers,5683,1070,3708,905,19,65,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Girls,Numbers,2751,410,1939,402,15,70,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and black African,Boys,Numbers,2932,660,1769,503,23,60,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Total,Numbers,10288,1727,6406,2155,17,62,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Girls,Numbers,5000,647,3369,984,13,67,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,White and Asian,Boys,Numbers,5288,1080,3037,1171,20,57,22
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Total,Numbers,15677,2932,9851,2894,19,63,18
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Girls,Numbers,7633,1156,5172,1305,15,68,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other mixed background,Boys,Numbers,8044,1776,4679,1589,22,58,20
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Total,Numbers,20190,3052,12902,4236,15,64,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Girls,Numbers,9954,1119,6761,2074,11,68,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Indian,Boys,Numbers,10236,1933,6141,2162,19,60,21
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Total,Numbers,27076,7520,16646,2910,28,61,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Girls,Numbers,13263,2931,8911,1421,22,67,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Pakistani,Boys,Numbers,13813,4589,7735,1489,33,56,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Total,Numbers,10271,2538,6319,1414,25,62,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Girls,Numbers,5091,986,3418,687,19,67,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Bangladeshi,Boys,Numbers,5180,1552,2901,727,30,56,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Total,Numbers,11617,2507,7234,1876,22,62,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Girls,Numbers,5687,965,3848,874,17,68,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other Asian background,Boys,Numbers,5930,1542,3386,1002,26,57,17
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Total,Numbers,5659,1298,3655,706,23,65,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Girls,Numbers,2798,503,1941,354,18,69,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Caribbean,Boys,Numbers,2861,795,1714,352,28,60,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Total,Numbers,22099,4740,13934,3425,21,63,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Girls,Numbers,10941,1792,7492,1657,16,68,15
201718,Academic year,National,E92000001,England,Ethnicity: minor group,African,Boys,Numbers,11158,2948,6442,1768,26,58,16
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Total,Numbers,4584,1080,2880,624,24,63,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Girls,Numbers,2216,433,1494,289,20,67,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other black background,Boys,Numbers,2368,647,1386,335,27,59,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Total,Numbers,3278,394,1862,1022,12,57,31
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Girls,Numbers,1595,144,966,485,9,61,30
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Chinese,Boys,Numbers,1683,250,896,537,15,53,32
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Total,Numbers,12037,3253,7355,1429,27,61,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Girls,Numbers,5844,1309,3864,671,22,66,11
201718,Academic year,National,E92000001,England,Ethnicity: minor group,Any other ethnic group,Boys,Numbers,6193,1944,3491,758,31,56,12
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Total,Numbers,19919,6021,11108,2790,30,56,14
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Girls,Numbers,9793,2676,5842,1275,27,60,13
201718,Academic year,National,E92000001,England,Ethnicity: minor group,unclassified,Boys,Numbers,10126,3345,5266,1515,33,52,15
201718,Academic year,National,E92000001,England,English as another language,English,Total,Numbers,511092,96253,328300,86539,19,64,17
201718,Academic year,National,E92000001,England,English as another language,English,Girls,Numbers,249276,38277,172337,38662,15,69,16
201718,Academic year,National,E92000001,England,English as another language,English,Boys,Numbers,261816,57976,155963,47877,22,60,18
201718,Academic year,National,E92000001,England,English as another language,Other than English,Total,Numbers,128130,32272,78922,16936,25,62,13
201718,Academic year,National,E92000001,England,English as another language,Other than English,Girls,Numbers,62572,12911,41799,7862,21,67,13
201718,Academic year,National,E92000001,England,English as another language,Other than English,Boys,Numbers,65558,19361,37123,9074,30,57,14
201718,Academic year,National,E92000001,England,English as another language,unclassified,Total,Numbers,13127,4515,6849,1763,34,52,13
201718,Academic year,National,E92000001,England,English as another language,unclassified,Girls,Numbers,6422,2041,3530,851,32,55,13
201718,Academic year,National,E92000001,England,English as another language,unclassified,Boys,Numbers,6705,2474,3319,912,37,50,14
201718,Academic year,National,E92000001,England,FSM,FSM,Total,Numbers,87190,29489,50665,7036,34,58,8
201718,Academic year,National,E92000001,England,FSM,FSM,Girls,Numbers,42403,12245,27022,3136,29,64,7
201718,Academic year,National,E92000001,England,FSM,FSM,Boys,Numbers,44787,17244,23643,3900,39,53,9
201718,Academic year,National,E92000001,England,FSM,All other pupils,Total,Numbers,565159,103551,363406,98202,18,64,17
201718,Academic year,National,E92000001,England,FSM,All other pupils,Girls,Numbers,275867,40984,190644,44239,15,69,16
201718,Academic year,National,E92000001,England,FSM,All other pupils,Boys,Numbers,289292,62567,172762,53963,22,60,19
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Total,Numbers,226558,29415,141377,55766,13,62,25
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Girls,Numbers,110251,11042,73823,25386,10,67,23
201718,Academic year,National,E92000001,England,Month of birth,Autumn born,Boys,Numbers,116307,18373,67554,30380,16,58,26
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Total,Numbers,207144,40651,135280,31213,20,65,15
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Girls,Numbers,100978,15954,71033,13991,16,70,14
201718,Academic year,National,E92000001,England,Month of birth,Spring born,Boys,Numbers,106166,24697,64247,17222,23,61,16
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Total,Numbers,218647,62974,137414,18259,29,63,8
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Girls,Numbers,107041,26233,72810,7998,25,68,7
201718,Academic year,National,E92000001,England,Month of birth,Summer born,Boys,Numbers,111606,36741,64604,10261,33,58,9
201718,Academic year,National,E92000001,England,SEN,All SEN,Total,Numbers,60662,36468,21197,2997,60,35,5
201718,Academic year,National,E92000001,England,SEN,All SEN,Girls,Numbers,17911,10712,6576,623,60,37,3
201718,Academic year,National,E92000001,England,SEN,All SEN,Boys,Numbers,42751,25756,14621,2374,60,34,6
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Total,Numbers,579279,91987,386644,100648,16,67,17
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Girls,Numbers,294280,40434,207877,45969,14,71,16
201718,Academic year,National,E92000001,England,SEN,No identified SEN,Boys,Numbers,284999,51553,178767,54679,18,63,19
201718,Academic year,National,E92000001,England,SEN,SEN support,Total,Numbers,50957,28124,20043,2790,55,39,5
201718,Academic year,National,E92000001,England,SEN,SEN support,Girls,Numbers,15239,8393,6259,587,55,41,4
201718,Academic year,National,E92000001,England,SEN,SEN support,Boys,Numbers,35718,19731,13784,2203,55,39,6
201718,Academic year,National,E92000001,England,SEN,SEN statement,Total,Numbers,9705,8344,1154,207,86,12,2
201718,Academic year,National,E92000001,England,SEN,SEN statement,Girls,Numbers,2672,2319,317,36,87,12,1
201718,Academic year,National,E92000001,England,SEN,SEN statement,Boys,Numbers,7033,6025,837,171,86,12,2
201718,Academic year,National,E92000001,England,SEN,unclassified,Total,Numbers,12408,4585,6230,1593,37,50,13
201718,Academic year,National,E92000001,England,SEN,unclassified,Girls,Numbers,6079,2083,3213,783,34,53,13
201718,Academic year,National,E92000001,England,SEN,unclassified,Boys,Numbers,6329,2502,3017,810,40,48,13
201718,Academic year,National,E92000001,England, , ,Total,"Shape, space and measures",652349,119571,434599,98179,18,67,15
201718,Academic year,National,E92000001,England, , ,Girls,"Shape, space and measures",318270,46471,225809,45990,15,71,14
